id,is_iceberg
4139aba2,0.203616530
7585ce58,0.376582414
33e25984,0.993817329
ac46f3c9,0.142491534
fc34a5b8,0.642355323
85c36a8f,0.389272422
b2d8a426,0.353008956
13ec60d1,0.813385069
9d440f42,0.139124230
1c0a891e,0.560479999
981c3bc3,0.999737024
295604f4,0.313116431
16ca16c3,0.049177676
b4dda837,0.065006390
88d088ef,0.004525033
1b4fa160,0.315611929
f371bd82,0.005364284
b130a0b7,0.998597741
ebf1de82,0.284063101
01e651c3,0.130061865
51b1fecc,0.154842377
fa635a31,0.022193722
97b7d789,0.078582108
2f598053,0.010534000
c0e3e148,0.179850787
cfa175a8,0.118416198
3d7e09d8,0.962941527
44a13d1b,0.880340040
c66b0948,0.399039149
976a6d64,0.039553460
8bbd8909,0.474596709
522890fd,0.209956586
f23a3b95,0.375710964
680039dc,0.209355950
93028e53,0.079428665
22a16932,0.140723974
7d8126d2,0.026150616
ba2ecd75,0.000000041
8071bdd7,0.233178616
96d5aeee,0.000045864
154be68f,0.953653872
d8c2bfe2,0.971921444
f76d47b0,0.016875133
0e781ade,0.000018073
13cf6060,0.000000037
cd99f710,0.183432147
d10005bb,0.002022439
3a31445f,0.998183370
3157202d,0.078032658
6ee64703,0.375653148
e5de8685,0.131339699
02cc70ba,0.010464263
50984a87,0.692118227
fa94957a,0.979098558
eab406b4,0.262845576
3ad39398,0.543635845
9ecf3802,0.186599150
6048ae7b,0.000038605
9dc68871,0.006387810
13701465,0.367376685
8d8779f3,0.000126866
0712f269,0.147199973
722c2597,0.000010435
478a2b08,0.521134377
38f5fb41,0.278675705
c52ad74d,0.999056160
0c85fd09,0.000000250
f1582cba,0.779206753
ff836697,0.865500093
ddfe4802,0.001414992
3cef3bc7,0.965239942
6a21542b,0.152838364
150e23c4,0.998619020
078c6d99,0.918144703
1dcd1dc3,0.002337625
39967e45,0.419252992
6b6333aa,0.166240200
4ae61433,0.095671989
f96362e0,0.044891760
97a88aac,0.026595322
427ae8ce,0.050882474
209d4b15,0.042143971
64b453bd,0.000012545
0f5a484e,0.439259410
5ac74969,0.858712792
736ed43e,0.281147152
8533795f,0.324597359
f5b54fb6,0.363770545
6eb4c041,0.189431265
97afdf42,0.804480672
1bb488db,0.144223079
f132e44d,0.018923396
d3c2f140,0.155485600
1756794d,0.548814178
9efcc11f,0.001521627
14c966cf,0.435785025
59cfe4d1,0.321077913
883151f4,0.067546666
34c4c9ff,0.171444207
70b4c2eb,0.641057014
96a337d9,0.459024012
7fe89ffa,0.535455823
057c7a22,0.000006437
451cc057,0.235050991
05076700,0.000008460
dc52f6c1,0.121033400
b03a59f9,0.065554120
129ed4b0,0.388019741
fb611563,0.998477399
ac32e6f1,0.336925954
c05c5ab0,0.373482376
3163d5ed,0.056814771
02096ca4,0.123681612
e92496c0,0.010521227
1a9e2c50,0.988273978
0864e334,0.780914545
d976faeb,0.358071119
1d7b342f,0.044266656
281bc1ea,0.000006212
bea9f0cf,0.349752933
f4afa0e6,0.000000048
e1b5ef69,0.373974890
b50539fd,0.005725293
2a8c9c15,0.439130694
157ebb0c,0.980909109
247d3614,0.001206964
0c6cc0cb,0.043003269
aae88d39,0.140646979
0c77b464,0.032726988
963cf5ea,0.158511341
1b371d8b,0.912093580
225bc00f,0.000033284
bc0a4eec,0.001624700
1099782e,0.249907017
a18feadd,0.980625510
ad7f4932,0.092645392
5f8f831e,0.709146202
b5167c35,0.004533115
0230b06d,0.330484778
f8d7f7ba,0.011076294
08bd1053,0.137579292
58e4dc8c,0.000010060
4793ce8e,0.473724157
304caab4,0.000000079
f2ee6d7f,0.447809547
e1f9c0e4,0.234526366
8e40401c,0.385338783
5d9eaba2,0.206392318
55e7562c,0.045997716
9da6cb4b,0.000003479
c3c1c8ec,0.000025187
3b38698e,0.040299423
6c9eb909,0.047761194
482a3d1d,0.428045630
0e9918f0,0.415065378
ef894fd2,0.001256162
4b82e7f7,0.998238266
b9cdd7fb,0.000026768
94a496f4,0.098803870
995eacae,0.336308539
41b02e58,0.961086869
69f04617,0.171916455
c889a03c,0.995422423
91f98acf,0.998227239
9135c19f,0.895415545
1f0e9c09,0.000874599
260d6e8e,0.093568191
46334397,0.002421590
f34ddf31,0.104180485
4d6177d7,0.654793322
76a57270,0.265946537
217b8cea,0.001673891
9a45a566,0.166665107
1b55c75e,0.000003908
7bd92ec6,0.993098199
6c409f41,0.402554035
df3e48eb,0.196045116
62723e57,0.000020715
b8e627bf,0.007470216
86bb5d85,0.149265423
77e5034c,0.109323226
607079e5,0.371822089
96879fb4,0.000010359
6afe606d,0.551423073
4129802f,0.963211775
a42300ef,0.369834930
1af842f5,0.995684803
3fe57d78,0.989322066
f4e60ed5,0.985958695
68c8337b,0.288730919
914ed5b5,0.198271781
a6bb5987,0.681452096
c781c439,0.276232749
47a1a25e,0.194054320
80ea0713,0.973185658
a9d001bc,0.023679761
f94d098a,0.015501402
3e230e0e,0.050339356
24afa485,0.018530814
bc37db7f,0.116227083
83f99e4d,0.001703001
1a8d86f7,0.018571004
38136419,0.736109853
d393e637,0.280073881
36902570,0.957446456
327f7b25,0.992794037
3f8543c6,0.271238685
a0d42a70,0.558246911
e07ba430,0.437992543
c6e53803,0.249547601
fec4dad8,0.129354715
933fc5ba,0.246306658
c27eda4e,0.993722200
9b94d2c2,0.014418978
a2dbdb31,0.164984882
816258dd,0.282540500
81f11218,0.169512108
c4bd9d04,0.178965092
c6ce9bf9,0.114992194
a7b3cc29,0.001511550
527870bf,0.594513476
9af26068,0.996032119
0b591e70,0.995144904
2b1e57c5,0.266871929
194db786,0.914065242
e09ba644,0.999501526
fa2ed3e5,0.993775427
1ba92726,0.159383386
8c8f45b4,0.000000217
f8889f44,0.000078634
598e255b,0.023179138
45f1aa7a,0.347255319
022956a3,0.018760499
d406064d,0.530397952
76617947,0.000004578
d0e5dccb,0.329652131
33271da6,0.000406810
0840e2b1,0.671150565
521a9f4d,0.928290248
7286b1dc,0.158380359
5b6acc2d,0.063645832
e034cd34,0.000006816
46577660,0.057399746
bb4d6f24,0.292445242
bfc7a3f2,0.395306647
abc66be8,0.053530339
3627189f,0.996979237
e49a77f6,0.023904271
a209d7ee,0.187514618
dee69cf6,0.914073408
9a6261a0,0.050329234
a8e444c6,0.000000946
a6a66a28,0.994926274
db7022ff,0.001237591
0dfb45d9,0.473837554
81c983aa,0.000226724
a98fb5e1,0.985563278
99e004d7,0.031197721
d16e5fbb,0.001818312
3c352f9e,0.037788626
12202699,0.051715348
86af0236,0.366291761
f3703e6f,0.913530231
4a71dc34,0.365822405
321edcdc,0.182303146
e365a657,0.032916646
45755c9c,0.118953139
873b0829,0.146581396
72ccd009,0.024373492
205243d9,0.947343707
d9202f36,0.042019039
9d0c30b0,0.091994926
56644ace,0.006217015
c63f527f,0.446373999
bb84b9bd,0.993599176
6f68caf0,0.300500721
8492119b,0.000000122
71bde48d,0.993074358
d2d6e2ba,0.573765814
6f4b309c,0.294008762
b3cc5ba3,0.185915053
fee39547,0.250400722
4893137a,0.985688150
e283c4c4,0.146619141
25bac62b,0.481096298
8fd88dd6,0.000041882
b48c104e,0.002706181
221d500b,0.063185662
8f0de087,0.184885815
32342e03,0.026570225
a8da99d8,0.111301348
93203755,0.484441340
d3c88528,0.997488081
0d7a17b3,0.047484048
bd72f5ec,0.998390675
e953c0fd,0.157396749
e730b6c6,0.945991933
c086033a,0.011027013
a521d303,0.009226962
b023957a,0.174221382
3e0f04e8,0.018748743
60647cba,0.000009436
2f5c43a8,0.660169065
b54ba69b,0.334728450
eac962ff,0.353466988
7e2a3763,0.000010812
9362d863,0.042797640
8f1b833c,0.382700235
79727ff5,0.001357106
62614c75,0.970061183
75a03adf,0.088079996
cf138392,0.249796748
bf467a96,0.113493584
c8b34651,0.840906560
105a5c54,0.000537408
bf6de75c,0.109712601
060702c8,0.991595507
921bad2c,0.987077177
e0d17eb0,0.241906598
9a3825c9,0.569248438
8eda717f,0.003005313
78906e0c,0.999243796
c60100ad,0.993497074
90a72a52,0.251332670
d80e4ed4,0.135833070
339cd0d2,0.005284999
d99de899,0.248689726
357e20d1,0.000122810
a4d190da,0.152290046
bd226217,0.092712454
476e2771,0.996356726
4e483506,0.146847352
f70ea081,0.993612528
4645e56f,0.988758087
e6d05940,0.682766557
f8b3c6af,0.988175988
c89d6aad,0.291042656
0cb57f6e,0.558312237
86a4be46,0.122427203
75e62d7e,0.113286585
ebc36374,0.150530756
0ebcb731,0.922428071
24d000c5,0.130532026
f3c9a4f6,0.381470710
1bc59730,0.018220548
47ea0bff,0.886850297
cdeccfdd,0.049810335
15e09a1d,0.265465289
00652788,0.111865401
23649c84,0.000641161
91188a77,0.022066697
eaca8580,0.232031018
4ce9daeb,0.424369961
d4220673,0.717504501
b6a87aef,0.171948031
8333ebed,0.262965262
950a3453,0.035350081
7074f6c9,0.291123927
98a02caf,0.039543916
59c8d2b3,0.998783350
d99d13bd,0.979443550
de86f1cf,0.997734785
8f4b1985,0.964174330
a7779b04,0.119564831
2caeab11,0.139985576
16aeea7c,0.138227344
b9d19ab9,0.968277514
29c5d2fd,0.999562740
efcefa55,0.377582043
099161c3,0.356453061
12b49195,0.154652417
96a1ce13,0.916653633
67964b4f,0.111024112
b61c605c,0.151196212
bcfc0f16,0.010067764
bf0cb956,0.000927662
12f6aa7d,0.233466327
f36f3a0c,0.100884862
83490492,0.361252874
e3b62b60,0.111637175
20b27d66,0.999660313
25c3ce93,0.555994093
67a2ff0b,0.538175285
9b2d3c1a,0.965246499
8ad51f7d,0.000000487
14137b57,0.371287078
9ea5aa79,0.001939743
5ea1d2dd,0.034776732
979c867e,0.881220102
7ea1e1b6,0.168401212
d65520ba,0.112542756
765ad2e2,0.477464616
d2957326,0.737240791
24349e24,0.000019545
fd8a2ae3,0.004429320
b282d98e,0.766440749
3eaa7a61,0.022662960
16533dd4,0.235075653
4adb68d7,0.996565521
565005b9,0.292775810
51d86e0c,0.995938718
30635642,0.006053569
d9480a60,0.140931875
b2647128,0.107074901
20478c55,0.987616718
caa0d105,0.017242033
474f4534,0.070085354
d51e3867,0.960681379
e5d1bba7,0.283264160
e7000b2a,0.005145934
78f06b79,0.069071971
8a9f4bee,0.996321976
3d716bbe,0.283580065
6e1ddef1,0.061917964
9826f39a,0.145644203
3fdc82f7,0.323689610
31f013c3,0.475019693
97a9df6d,0.030509356
10e65294,0.167423695
0bdca1a5,0.312219143
374037fa,0.436468184
1d1a0cec,0.499170333
d415c5ad,0.199432135
ced1306d,0.070120946
f43497f3,0.191017926
ffd13a9e,0.986643791
6f67148e,0.262273997
be322b68,0.291908592
af209b44,0.014028441
69b53a4a,0.626763880
4c085180,0.072063267
608cea18,0.162411541
f8bebbfd,0.251914382
ae16855d,0.000088805
dfc700b3,0.985347867
e3bdd9ac,0.981162250
87a8ea20,0.146882921
3c3da9aa,0.232728630
76c882d6,0.000955047
9e429645,0.686132669
7dc9c990,0.000019177
f38d53ef,0.194823369
e1785b6e,0.114507757
80c673fb,0.892844677
a8b8c20b,0.750771642
6a1ff150,0.888648212
2f68d4fe,0.190388575
c462ec65,0.993211746
c374d5c4,0.342999279
d20769b3,0.394428641
c467fe4d,0.004104537
1356229e,0.110165089
b1532127,0.160800323
3777ee22,0.979363799
4ba6023f,0.989420295
08504ae6,0.005622747
5e0b4cc5,0.005634162
249a0c1f,0.982759535
24b3497f,0.190620318
9edcf494,0.000000003
53297290,0.128224894
6d3a269e,0.978169084
1b0d38fc,0.024270404
02747427,0.411701083
38867253,0.976127982
c392dbd0,0.549270332
8939734c,0.000000172
097ba3af,0.000000084
30f0f835,0.222130060
bdab1bcf,0.625483930
1070a984,0.948998690
c41b8a90,0.988008738
86a3b5cc,0.355017304
d0a3719e,0.246332571
b1a8067b,0.070229456
911bc6aa,0.228617966
67a2d0ac,0.166032165
11447262,0.169379264
12fd1375,0.018594433
f2898538,0.036521848
0e7355e2,0.018529428
bc2c87c8,0.999028087
94001156,0.101117961
d5855224,0.739058018
a3c1a552,0.007441167
edcf54fa,0.093476452
a28b90eb,0.697922111
63cd028f,0.123780899
dbc79657,0.028606225
bc856bf1,0.232922554
c7e25a70,0.328917235
9771b119,0.003112389
836db0d9,0.004949301
f5685d3e,0.455620497
bb04299d,0.426892251
163a9d23,0.177080885
5283c614,0.000001620
2276d5d8,0.288376927
ccb77e34,0.020522472
d4a75bf3,0.102633812
e15f46ea,0.109316781
992a45ba,0.187148303
056e7768,0.000000073
a1dc016b,0.090681188
38db82cd,0.008565556
3295f3ae,0.104981497
a6ff3660,0.303867310
5981b799,0.990707397
2636d79d,0.067018770
7a8521e2,0.000000259
9b53021d,0.253926873
0a37be18,0.993271172
a8676e55,0.978099465
3488b8fc,0.366839677
b86d4006,0.892681420
33888635,0.998334408
aa9ca5f9,0.088775665
08faf0f6,0.000000476
5320cd26,0.004247426
2c57fdaa,0.366028249
d467ce62,0.012384577
888a568e,0.964768767
88d6c838,0.793061554
8f138517,0.124080956
e1108dc0,0.000003602
9e9cd6c9,0.003815992
ab893af4,0.028182950
4d4b30ba,0.677666664
7ce15e26,0.164771706
dbc45500,0.000003691
6a0cde3f,0.200730890
2658014c,0.008742813
08d20604,0.003101089
03c83dc9,0.000178783
d741ccd1,0.120258249
992d48b6,0.000011564
b1ea3253,0.988650143
da379e69,0.107674144
73b429af,0.992948353
2aefe712,0.998326361
1e3634f9,0.991015732
069ee09e,0.000004271
a7970f81,0.000015834
23084d2e,0.002551324
ac57710a,0.903164744
02553267,0.712007701
0971c6c7,0.039492000
cdb7f1fe,0.372596115
d3af3f60,0.302171379
59daf44b,0.216293186
c2169934,0.271898299
da03b56e,0.087740198
474ea404,0.507789075
f686cdc4,0.656684458
f865b354,0.138259277
106df554,0.212876424
e5637171,0.249558717
cba8985c,0.036821321
cc09c9ce,0.112675160
0b85b33f,0.934958756
92f20625,0.985094488
6b1379dd,0.358473063
ed2b1df1,0.119599923
325124e4,0.008882816
7455c944,0.111101791
fd68ccc1,0.253022760
8df9100d,0.549176991
c406df9b,0.082963750
4978870c,0.000930182
383f95d6,0.188811004
aba96bbf,0.000003359
6bba66b4,0.065740988
b86fa0c9,0.313101918
a2abc369,0.205975920
0b40c014,0.059916914
d45add48,0.309755832
00193999,0.953578293
c2f1b710,0.225425154
53750c72,0.051527299
3137ef1d,0.401086241
bc6b8e2a,0.130288899
7cb546c6,0.986108422
d59a2349,0.166666731
04d04b9a,0.187819928
05ac1343,0.018670527
2917895f,0.000529586
342a1d01,0.895261526
78309e4b,0.399090081
5c1a5aba,0.000062859
fae57f79,0.118183717
23821d71,0.651988745
5780b19d,0.052713912
11c67865,0.584131598
8564f114,0.300662100
ec7d0fdd,0.463753253
9a0446b8,0.256310940
5f5da69d,0.721364260
7a11839b,0.551024020
763c9bbf,0.000000001
15a7b5c5,0.026388435
e9c7e251,0.037050873
2555c207,0.234711394
ec8d9784,0.000109382
08fd9d10,0.292469382
9504ae29,0.012650216
0b91a24d,0.125813857
e62e6cfe,0.941732407
5d1291bb,0.269095957
b3c1f2e7,0.022506950
c6a8db21,0.112321392
f2c137fd,0.919802189
b61e8155,0.117413998
45b9ee35,0.398446441
8fe9c49b,0.000103919
b98ceb09,0.000649303
70c4a435,0.261520475
d953d111,0.530262291
da7de86e,0.216646433
519f8611,0.303833872
75eefdc3,0.155590490
62412092,0.970893443
de8ec010,0.040522210
ee6121f8,0.283841133
412b66e0,0.698218644
7405c131,0.541090369
efff4306,0.331748128
5658d679,0.000296379
617f88fc,0.016624102
a120100b,0.001851339
0971369e,0.910283923
83f7fe7b,0.737615705
12437da1,0.001127417
8e7f96a5,0.199710414
a08237de,0.000092369
a013bd6f,0.008628882
c6fdd404,0.684720278
317e2af4,0.283592343
dd9878c0,0.273130685
42e76a51,0.999902368
022f77e3,0.179357052
cada3682,0.992216945
53074f1f,0.015296612
e6c19679,0.473975569
dfb69b8b,0.136353165
e1572941,0.019278640
8d549cd2,0.113658234
6913594d,0.256190300
6e528fd6,0.166581139
c8b037c7,0.001438297
c3b6c880,0.038506195
9684ac04,0.000000875
6d974acc,0.499500930
57b10462,0.445008993
b2373298,0.000075985
8e946e10,0.790735602
6acee7de,0.082074806
8ad7cc2f,0.000016943
8e6e087e,0.327324837
c3e46df5,0.000000432
f6983f34,0.711890399
8130a3aa,0.011500523
0f11be03,0.099758752
766073e1,0.473666221
e67f6889,0.999050856
148a0930,0.091006994
b333ff97,0.676148057
1c148a28,0.217082530
ee0b02d7,0.467084885
fa1c5f6d,0.776790440
9b12ae1f,0.005289637
3bb60b1b,0.184253857
096e7594,0.303817123
ac98996a,0.015472472
1b7b9b9d,0.391353339
61b2ac6f,0.336016595
2bd414a8,0.595764816
73d12826,0.016803775
29f7ec33,0.113946967
265f8aa8,0.995587111
0d6be675,0.145481423
a00ecdf6,0.429492682
c414328a,0.000946317
d47de87e,0.168528050
376f984f,0.185381085
12a35aa5,0.165087938
8ecfd739,0.040419739
2cbc30f4,0.106498778
aa4bdf31,0.531482995
69d18f51,0.983877599
50cd4394,0.000000095
bda732e1,0.409770995
8e77e385,0.069874808
49dfd51a,0.149018377
b0a3e728,0.102720059
518061ec,0.258577704
bb306c8c,0.146432847
1b2cf099,0.115250804
e7c405e4,0.030853869
1fc79c9d,0.070672803
3427cd60,0.997854114
8fc604cd,0.999559760
0981acfd,0.000181303
512e9c5c,0.306714237
ae9f2426,0.014287183
a8cd44c8,0.856694460
acac91c3,0.997255325
35988937,0.327177882
2a2dd539,0.213390708
3f971e0a,0.000005642
7e09131c,0.355625749
82726c59,0.281473726
ec4c3dbd,0.466440976
2a851255,0.000000038
2cebdab4,0.995143294
013b617b,0.305825174
21a8603a,0.208816409
fe2f2579,0.320797235
df069a3d,0.008192600
595f7f57,0.490683913
081bdb0a,0.000000005
6f8e7b3a,0.227055818
d1824fe1,0.000165279
3ddc6778,0.473320931
57e4244d,0.233661965
18e2e176,0.059452005
7394cdbc,0.996878505
19821b41,0.117346779
12e9563c,0.996840000
b96c9ed9,0.996488333
096d9c1b,0.197334483
97454a30,0.991682649
43b6c5d3,0.982104301
2c58bcc5,0.115090318
0c71dc02,0.081346735
f7cd79b0,0.339617491
922ec513,0.008299782
561b6b2c,0.491646975
32913f04,0.703738570
77aad507,0.001739875
d62d5a9c,0.148606956
be70bb3d,0.866272509
84920252,0.890663207
b9623d93,0.196079046
ba925eca,0.007113706
181ecadf,0.251315236
6fbcc9e2,0.261055052
57d5b182,0.026250063
d3013a36,0.249603391
21cafb54,0.363185287
d1a6cc74,0.000000047
c4017d47,0.001376429
22e05854,0.012579173
7eb53ec8,0.960368216
c77a806d,0.997781694
c114c951,0.989371061
71495521,0.109557860
98bb1260,0.079662234
546ec108,0.398410767
78f39102,0.004779111
26b6379a,0.224710554
8cb14c23,0.136803254
75892ee1,0.247752205
3d31d65f,0.018496426
30784a7a,0.154543534
efba2a23,0.999688864
9fcb2c5a,0.000002957
9910ee7e,0.000399538
dc97b587,0.233784020
7732ca72,0.001161680
c4bac1f1,0.290683299
a80ddf30,0.000001148
fe79c536,0.005232760
84e34259,0.999620914
7db3b563,0.000216916
5e946e6e,0.800677299
76881bf4,0.959064960
7c606237,0.004272078
7aa06d7d,0.803135335
0d035cbc,0.228292257
0838e69f,0.066435993
f6715e39,0.996118367
499004bb,0.162868142
4cefc9ec,0.000000061
ded95f0a,0.960939407
073112c9,0.173950225
96cb4df4,0.000155706
0962de0b,0.996902823
cea18b7b,0.995570123
75463cb0,0.450722426
4a59c201,0.543206573
29d46646,0.327887297
e6134ca4,0.270941198
445ae936,0.950134337
420d8dda,0.998915076
bae1b5b1,0.281524837
9f49327e,0.723884583
18b52f62,0.980999112
b02bb341,0.000002926
e5be8689,0.001000248
b5b85b95,0.015936177
b94f72e3,0.012947729
a79114fd,0.000048780
502ffafa,0.997062325
b8e274d7,0.276295334
e37f8f63,0.054045912
c8a5c9d9,0.222554579
d574bf84,0.281825453
88bc1b71,0.991666317
3261e3ee,0.803792536
e65424cf,0.462714553
706d2090,0.000000216
94d4c49c,0.115078844
51ba3d48,0.241272479
fdd4c395,0.284608364
12eed563,0.096202113
f93627e8,0.996792555
df51a7cd,0.137901261
c84092af,0.178526014
514a25a2,0.000727674
5d421481,0.036885735
d3859efd,0.997874379
eb024725,0.000236552
0d8537a5,0.110806622
fe708ff7,0.291189045
1790bbf0,0.152633131
8a30487e,0.172787473
70a01d16,0.221969590
89bb7fca,0.547380030
398c1300,0.000169730
41b43c73,0.107293136
72d2839a,0.010343745
beeb98cf,0.006778924
c409f194,0.925259531
0c654278,0.042873170
fb155295,0.955352128
103d1e1d,0.997176707
6c755ff3,0.000000089
3722a062,0.482493460
90611922,0.258634984
77b432f1,0.999576330
ccf53246,0.978038371
4c52089f,0.391302228
81e05676,0.252788484
732c51d0,0.014224399
b60c6094,0.337378830
2e9db48a,0.999358356
68cdc732,0.017185517
e1f9dbd9,0.062244095
31fd12b9,0.356738567
72bd3e45,0.577164888
84e2f1ab,0.524936974
b4b6d3d0,0.155808181
874d507a,0.202729315
44775bac,0.234168842
83dfaf91,0.081087686
a9a1cc1e,0.000135578
227de452,0.000011154
14519bcf,0.000768421
970a9821,0.672466636
e84230ac,0.000011287
550e4ebc,0.216443375
5e98d635,0.000095023
667d386b,0.127806529
503fefff,0.180045143
08bcb429,0.152095005
90c293d2,0.035389878
bbc84c36,0.335257381
3facaac6,0.235184923
e8d1bc63,0.171316892
0ba50202,0.113824449
9d947517,0.000003528
e084ed8f,0.000061073
7051b370,0.144317955
910f551e,0.263117641
8d238915,0.217441633
e7238f30,0.000000367
a658f1ba,0.017467991
0b4e7093,0.665973127
4d59af79,0.554478943
99a7b417,0.566812932
e5798365,0.077981554
078c699f,0.544291496
b2cd6017,0.305257410
89b3960f,0.266640931
104d981d,0.855972409
05e410e9,0.186504558
44556da6,0.262811780
207e5145,0.058866993
390ddfc0,0.000001830
2e82728f,0.032816775
4245d2cc,0.036383137
d43a187c,0.413986564
52b60236,0.002923272
cc22996f,0.288730264
bf08f16a,0.102913447
47dea2c3,0.529169977
22ac0bab,0.441403836
49c670ad,0.010480284
1040e727,0.000133494
f39933c4,0.020706298
30474ea4,0.986149669
73978670,0.600374222
527ad437,0.989212573
78f83e41,0.205666900
12921cf8,0.940505028
b960192b,0.002115555
9dfaf61b,0.000016179
cec954d2,0.000091133
00bb437f,0.231189668
06458d98,0.101842254
37ba4455,0.099172816
2feeeaf3,0.993233204
06c83a48,0.077490903
dfe4fd55,0.007772223
0b7fb9da,0.000022039
52d1ae5f,0.000009019
0ef51267,0.241359964
0d9822ce,0.864572406
bcad7099,0.089766860
a26a7454,0.432170630
93b7cc9d,0.867966175
dcd0ddc6,0.182117030
16655d5c,0.291272134
2a6150ae,0.168345794
601fa9bc,0.074117340
3644a31b,0.228685305
396254ec,0.178115532
b01bf536,0.447354227
ff13313c,0.558706641
18c308c7,0.458603203
50b69cc6,0.165374100
76bd6e6a,0.028034693
74c587bb,0.166283444
11b26a63,0.305668682
bf2bc384,0.272174627
075634d5,0.000044937
7b1e388b,0.001486632
8eb02fc2,0.283230066
5b09ed4a,0.234116137
371b935e,0.886732459
7a1cbaab,0.200507447
c5c72595,0.965428710
c5ea95c0,0.250692338
a5b61d35,0.024280120
2c252c46,0.122672081
7d8e52d9,0.140556306
13fe65d5,0.413835019
a3d2abc6,0.123165511
9248daa9,0.685791969
605470fc,0.175285175
38717ccd,0.917631269
1144cbd0,0.989409208
6d32e09b,0.754078329
89b138f7,0.000110168
a83f69a4,0.205328137
68b7f89d,0.371895432
a0998397,0.263190240
7e20006f,0.000000172
93b12419,0.746370196
475c5a35,0.054742843
67f42c90,0.369065344
45a114e0,0.095222987
41a59ee9,0.206803292
6c2c6a39,0.096125521
9f840a7d,0.000006511
2ad5ee96,0.002597435
cb8b875e,0.987456203
2283d088,0.014002299
545f8210,0.000783488
7eeed38a,0.946652412
be77b9e7,0.004919981
16ec40a3,0.387564987
b7e74bcf,0.793515444
8a36acfd,0.916482389
d2e5b493,0.998385370
bd88797b,0.000769925
78566a26,0.006922148
32449528,0.033933360
5f6ffdad,0.212104231
38bdc33c,0.405722439
f88a9ed3,0.029594162
c1fe2103,0.000016418
63f7ddd9,0.000558696
97e123d2,0.212335676
7d078228,0.028058866
6b43e60f,0.999266803
e07665a4,0.538580179
4da0c147,0.011111727
1d2474a1,0.177206412
f39a3050,0.010238067
aaeb3f89,0.153683588
daa3d1e9,0.009147677
23cad3ed,0.998615026
dc8fd92d,0.960714817
994a2787,0.018069938
5009ce8c,0.995820224
95ba90c7,0.000000371
bb176f20,0.000000406
57ccd603,0.147823513
c3767f5b,0.911777973
076492b4,0.007593788
68864007,0.334293067
fb124dd7,0.067082204
